Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14008_001
"060371908012","15000US060371908012","Block Group 2","Block Group 2, Census Tract 1908.01, Los Angeles County, California","ca","150","00","ACSSF","0015323",,,,,"06","037",,,,"190801","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45287.2727272727
"060371908021","15000US060371908021","Block Group 1","Block Group 1, Census Tract 1908.02, Los Angeles County, California","ca","150","00","ACSSF","0015324",,,,,"06","037",,,,"190802","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51649.9170812604
"060371908022","15000US060371908022","Block Group 2","Block Group 2, Census Tract 1908.02, Los Angeles County, California","ca","150","00","ACSSF","0015325",,,,,"06","037",,,,"190802","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91946.6666666667
"060371908023","15000US060371908023","Block Group 3","Block Group 3, Census Tract 1908.02, Los Angeles County, California","ca","150","00","ACSSF","0015326",,,,,"06","037",,,,"190802","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50207.2805139186
"060371909011","15000US060371909011","Block Group 1","Block Group 1, Census Tract 1909.01, Los Angeles County, California","ca","150","00","ACSSF","0015327",,,,,"06","037",,,,"190901","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28443.0555555556
"060371909012","15000US060371909012","Block Group 2","Block Group 2, Census Tract 1909.01, Los Angeles County, California","ca","150","00","ACSSF","0015328",,,,,"06","037",,,,"190901","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60456.5972222222
"060371909013","15000US060371909013","Block Group 3","Block Group 3, Census Tract 1909.01, Los Angeles County, California","ca","150","00","ACSSF","0015329",,,,,"06","037",,,,"190901","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50333.8323353293
"060371909021","15000US060371909021","Block Group 1","Block Group 1, Census Tract 1909.02, Los Angeles County, California","ca","150","00","ACSSF","0015330",,,,,"06","037",,,,"190902","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61045.9507042254
"060371909022","15000US060371909022","Block Group 2","Block Group 2, Census Tract 1909.02, Los Angeles County, California","ca","150","00","ACSSF","0015331",,,,,"06","037",,,,"190902","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50925.2124645892
"060371909023","15000US060371909023","Block Group 3","Block Group 3, Census Tract 1909.02, Los Angeles County, California","ca","150","00","ACSSF","0015332",,,,,"06","037",,,,"190902","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46109.4262295082
"060371910001","15000US060371910001","Block Group 1","Block Group 1, Census Tract 1910, Los Angeles County, California","ca","150","00","ACSSF","0015333",,,,,"06","037",,,,"191000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84554.8015364917
"060371910002","15000US060371910002","Block Group 2","Block Group 2, Census Tract 1910, Los Angeles County, California","ca","150","00","ACSSF","0015334",,,,,"06","037",,,,"191000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62694.2827442827
"060371910003","15000US060371910003","Block Group 3","Block Group 3, Census Tract 1910, Los Angeles County, California","ca","150","00","ACSSF","0015335",,,,,"06","037",,,,"191000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151221.362229102
"060371911101","15000US060371911101","Block Group 1","Block Group 1, Census Tract 1911.10, Los Angeles County, California","ca","150","00","ACSSF","0015336",,,,,"06","037",,,,"191110","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46293.098782138
"060371911102","15000US060371911102","Block Group 2","Block Group 2, Census Tract 1911.10, Los Angeles County, California","ca","150","00","ACSSF","0015337",,,,,"06","037",,,,"191110","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54037.8839590444
"060371911201","15000US060371911201","Block Group 1","Block Group 1, Census Tract 1911.20, Los Angeles County, California","ca","150","00","ACSSF","0015338",,,,,"06","037",,,,"191120","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57244.2263279446
"060371911202","15000US060371911202","Block Group 2","Block Group 2, Census Tract 1911.20, Los Angeles County, California","ca","150","00","ACSSF","0015339",,,,,"06","037",,,,"191120","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52830.0709219858
"060371912011","15000US060371912011","Block Group 1","Block Group 1, Census Tract 1912.01, Los Angeles County, California","ca","150","00","ACSSF","0015340",,,,,"06","037",,,,"191201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52387.3929008568
"060371912012","15000US060371912012","Block Group 2","Block Group 2, Census Tract 1912.01, Los Angeles County, California","ca","150","00","ACSSF","0015341",,,,,"06","037",,,,"191201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57445.4433497537
"060371912031","15000US060371912031","Block Group 1","Block Group 1, Census Tract 1912.03, Los Angeles County, California","ca","150","00","ACSSF","0015342",,,,,"06","037",,,,"191203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37374.6463547334
"060371912032","15000US060371912032","Block Group 2","Block Group 2, Census Tract 1912.03, Los Angeles County, California","ca","150","00","ACSSF","0015343",,,,,"06","037",,,,"191203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47460.3238866397
"060371912041","15000US060371912041","Block Group 1","Block Group 1, Census Tract 1912.04, Los Angeles County, California","ca","150","00","ACSSF","0015344",,,,,"06","037",,,,"191204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53504.6511627907
"060371913011","15000US060371913011","Block Group 1","Block Group 1, Census Tract 1913.01, Los Angeles County, California","ca","150","00","ACSSF","0015345",,,,,"06","037",,,,"191301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69043.3460076046
"060371913012","15000US060371913012","Block Group 2","Block Group 2, Census Tract 1913.01, Los Angeles County, California","ca","150","00","ACSSF","0015346",,,,,"06","037",,,,"191301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54171.0487444609
"060371913021","15000US060371913021","Block Group 1","Block Group 1, Census Tract 1913.02, Los Angeles County, California","ca","150","00","ACSSF","0015347",,,,,"06","037",,,,"191302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65460.6927710843
"060371913022","15000US060371913022","Block Group 2","Block Group 2, Census Tract 1913.02, Los Angeles County, California","ca","150","00","ACSSF","0015348",,,,,"06","037",,,,"191302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63015.1515151515
"060371914101","15000US060371914101","Block Group 1","Block Group 1, Census Tract 1914.10, Los Angeles County, California","ca","150","00","ACSSF","0015349",,,,,"06","037",,,,"191410","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47035.4037267081
"060371914102","15000US060371914102","Block Group 2","Block Group 2, Census Tract 1914.10, Los Angeles County, California","ca","150","00","ACSSF","0015350",,,,,"06","037",,,,"191410","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64269.3794506612
"060371914201","15000US060371914201","Block Group 1","Block Group 1, Census Tract 1914.20, Los Angeles County, California","ca","150","00","ACSSF","0015351",,,,,"06","037",,,,"191420","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64461.7021276596
"060371914202","15000US060371914202","Block Group 2","Block Group 2, Census Tract 1914.20, Los Angeles County, California","ca","150","00","ACSSF","0015352",,,,,"06","037",,,,"191420","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79555.3246753247
"060371915001","15000US060371915001","Block Group 1","Block Group 1, Census Tract 1915, Los Angeles County, California","ca","150","00","ACSSF","0015353",,,,,"06","037",,,,"191500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94528.8888888889
"060371915002","15000US060371915002","Block Group 2","Block Group 2, Census Tract 1915, Los Angeles County, California","ca","150","00","ACSSF","0015354",,,,,"06","037",,,,"191500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72850.6802721088
"060371915003","15000US060371915003","Block Group 3","Block Group 3, Census Tract 1915, Los Angeles County, California","ca","150","00","ACSSF","0015355",,,,,"06","037",,,,"191500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68284.5422116528
"060371916101","15000US060371916101","Block Group 1","Block Group 1, Census Tract 1916.10, Los Angeles County, California","ca","150","00","ACSSF","0015356",,,,,"06","037",,,,"191610","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66724.6376811594
"060371916102","15000US060371916102","Block Group 2","Block Group 2, Census Tract 1916.10, Los Angeles County, California","ca","150","00","ACSSF","0015357",,,,,"06","037",,,,"191610","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62639.9109792285
"060371916201","15000US060371916201","Block Group 1","Block Group 1, Census Tract 1916.20, Los Angeles County, California","ca","150","00","ACSSF","0015358",,,,,"06","037",,,,"191620","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38052.460538533
"060371917101","15000US060371917101","Block Group 1","Block Group 1, Census Tract 1917.10, Los Angeles County, California","ca","150","00","ACSSF","0015359",,,,,"06","037",,,,"191710","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41295.0216450216
"060371917102","15000US060371917102","Block Group 2","Block Group 2, Census Tract 1917.10, Los Angeles County, California","ca","150","00","ACSSF","0015360",,,,,"06","037",,,,"191710","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41348.3375959079
"060371917201","15000US060371917201","Block Group 1","Block Group 1, Census Tract 1917.20, Los Angeles County, California","ca","150","00","ACSSF","0015361",,,,,"06","037",,,,"191720","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41018.4012066365
