Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_B04001_001,SE_B04001_002,SE_B04001_003,SE_B04001_004,SE_B04001_005,SE_B04001_006,SE_B04001_007,SE_B04001_008,SE_B04001_009,SE_B04001_010,PCT_SE_B04001_002,PCT_SE_B04001_003,PCT_SE_B04001_004,PCT_SE_B04001_005,PCT_SE_B04001_006,PCT_SE_B04001_007,PCT_SE_B04001_008,PCT_SE_B04001_009,PCT_SE_B04001_010
"060371011101","15000US060371011101","Block Group 1","Block Group 1, Census Tract 1011.10, Los Angeles County, California","ca","150","00","ACSSF","0014303",,,,,"06","037",,,,"101110","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688,1208,1068,8,0,44,0,0,88,480,71.56,63.27,0.47,0,2.61,0,0,5.21,28.44
"060371011102","15000US060371011102","Block Group 2","Block Group 2, Census Tract 1011.10, Los Angeles County, California","ca","150","00","ACSSF","0014304",,,,,"06","037",,,,"101110","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,1069,841,11,3,179,3,8,24,545,66.23,52.11,0.68,0.19,11.09,0.19,0.5,1.49,33.77
"060371011103","15000US060371011103","Block Group 3","Block Group 3, Census Tract 1011.10, Los Angeles County, California","ca","150","00","ACSSF","0014305",,,,,"06","037",,,,"101110","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,818,707,0,0,108,0,0,3,163,83.38,72.07,0,0,11.01,0,0,0.31,16.62
"060371011221","15000US060371011221","Block Group 1","Block Group 1, Census Tract 1011.22, Los Angeles County, California","ca","150","00","ACSSF","0014306",,,,,"06","037",,,,"101122","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2156,2044,1812,74,15,100,0,0,43,112,94.81,84.04,3.43,0.7,4.64,0,0,1.99,5.19
"060371011222","15000US060371011222","Block Group 2","Block Group 2, Census Tract 1011.22, Los Angeles County, California","ca","150","00","ACSSF","0014307",,,,,"06","037",,,,"101122","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249,1214,1070,0,0,120,0,0,24,35,97.2,85.67,0,0,9.61,0,0,1.92,2.8
"060371012101","15000US060371012101","Block Group 1","Block Group 1, Census Tract 1012.10, Los Angeles County, California","ca","150","00","ACSSF","0014308",,,,,"06","037",,,,"101210","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3047,1843,1535,42,0,252,0,0,14,1204,60.49,50.38,1.38,0,8.27,0,0,0.46,39.51
"060371012102","15000US060371012102","Block Group 2","Block Group 2, Census Tract 1012.10, Los Angeles County, California","ca","150","00","ACSSF","0014309",,,,,"06","037",,,,"101210","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,1888,1451,156,0,234,0,47,0,1412,57.21,43.97,4.73,0,7.09,0,1.42,0,42.79
"060371012201","15000US060371012201","Block Group 1","Block Group 1, Census Tract 1012.20, Los Angeles County, California","ca","150","00","ACSSF","0014310",,,,,"06","037",,,,"101220","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126,832,706,0,0,69,0,0,57,294,73.89,62.7,0,0,6.13,0,0,5.06,26.11
"060371012202","15000US060371012202","Block Group 2","Block Group 2, Census Tract 1012.20, Los Angeles County, California","ca","150","00","ACSSF","0014311",,,,,"06","037",,,,"101220","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2576,1506,1106,87,0,272,0,0,41,1070,58.46,42.93,3.38,0,10.56,0,0,1.59,41.54
"060371013001","15000US060371013001","Block Group 1","Block Group 1, Census Tract 1013, Los Angeles County, California","ca","150","00","ACSSF","0014312",,,,,"06","037",,,,"101300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283,1208,1102,49,0,42,0,0,15,75,94.15,85.89,3.82,0,3.27,0,0,1.17,5.85
"060371013002","15000US060371013002","Block Group 2","Block Group 2, Census Tract 1013, Los Angeles County, California","ca","150","00","ACSSF","0014313",,,,,"06","037",,,,"101300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,1046,708,156,0,135,0,0,47,47,95.7,64.78,14.27,0,12.35,0,0,4.3,4.3
"060371013003","15000US060371013003","Block Group 3","Block Group 3, Census Tract 1013, Los Angeles County, California","ca","150","00","ACSSF","0014314",,,,,"06","037",,,,"101300","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,750,750,0,0,0,0,0,0,137,84.55,84.55,0,0,0,0,0,0,15.45
"060371013004","15000US060371013004","Block Group 4","Block Group 4, Census Tract 1013, Los Angeles County, California","ca","150","00","ACSSF","0014315",,,,,"06","037",,,,"101300","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,583,566,0,0,17,0,0,0,38,93.88,91.14,0,0,2.74,0,0,0,6.12
"060371014001","15000US060371014001","Block Group 1","Block Group 1, Census Tract 1014, Los Angeles County, California","ca","150","00","ACSSF","0014316",,,,,"06","037",,,,"101400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,655,568,0,0,69,0,0,18,209,75.81,65.74,0,0,7.99,0,0,2.08,24.19
"060371014002","15000US060371014002","Block Group 2","Block Group 2, Census Tract 1014, Los Angeles County, California","ca","150","00","ACSSF","0014317",,,,,"06","037",,,,"101400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354,1247,1005,0,0,242,0,0,0,107,92.1,74.22,0,0,17.87,0,0,0,7.9
"060371014003","15000US060371014003","Block Group 3","Block Group 3, Census Tract 1014, Los Angeles County, California","ca","150","00","ACSSF","0014318",,,,,"06","037",,,,"101400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,965,698,9,13,98,0,28,119,275,77.82,56.29,0.73,1.05,7.9,0,2.26,9.6,22.18
"060371021031","15000US060371021031","Block Group 1","Block Group 1, Census Tract 1021.03, Los Angeles County, California","ca","150","00","ACSSF","0014319",,,,,"06","037",,,,"102103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,1408,1106,25,0,224,0,11,42,355,79.86,62.73,1.42,0,12.71,0,0.62,2.38,20.14
"060371021041","15000US060371021041","Block Group 1","Block Group 1, Census Tract 1021.04, Los Angeles County, California","ca","150","00","ACSSF","0014320",,,,,"06","037",,,,"102104","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797,2517,1926,73,0,301,8,0,209,280,89.99,68.86,2.61,0,10.76,0.29,0,7.47,10.01
"060371021042","15000US060371021042","Block Group 2","Block Group 2, Census Tract 1021.04, Los Angeles County, California","ca","150","00","ACSSF","0014321",,,,,"06","037",,,,"102104","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,692,642,0,0,50,0,0,0,232,74.89,69.48,0,0,5.41,0,0,0,25.11
"060371021051","15000US060371021051","Block Group 1","Block Group 1, Census Tract 1021.05, Los Angeles County, California","ca","150","00","ACSSF","0014322",,,,,"06","037",,,,"102105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951,304,179,0,16,87,0,0,22,647,31.97,18.82,0,1.68,9.15,0,0,2.31,68.03
"060371021052","15000US060371021052","Block Group 2","Block Group 2, Census Tract 1021.05, Los Angeles County, California","ca","150","00","ACSSF","0014323",,,,,"06","037",,,,"102105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,318,248,14,8,37,4,0,7,636,33.33,26,1.47,0.84,3.88,0.42,0,0.73,66.67
"060371021071","15000US060371021071","Block Group 1","Block Group 1, Census Tract 1021.07, Los Angeles County, California","ca","150","00","ACSSF","0014324",,,,,"06","037",,,,"102107","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2791,1861,1465,17,6,334,0,0,39,930,66.68,52.49,0.61,0.21,11.97,0,0,1.4,33.32
"060371021072","15000US060371021072","Block Group 2","Block Group 2, Census Tract 1021.07, Los Angeles County, California","ca","150","00","ACSSF","0014325",,,,,"06","037",,,,"102107","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558,1293,1140,52,0,64,0,0,37,265,82.99,73.17,3.34,0,4.11,0,0,2.37,17.01
"060371031011","15000US060371031011","Block Group 1","Block Group 1, Census Tract 1031.01, Los Angeles County, California","ca","150","00","ACSSF","0014326",,,,,"06","037",,,,"103101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489,1257,1057,10,0,150,0,0,40,232,84.42,70.99,0.67,0,10.07,0,0,2.69,15.58
"060371031012","15000US060371031012","Block Group 2","Block Group 2, Census Tract 1031.01, Los Angeles County, California","ca","150","00","ACSSF","0014327",,,,,"06","037",,,,"103101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,775,736,8,0,14,0,0,17,164,82.53,78.38,0.85,0,1.49,0,0,1.81,17.47
"060371031021","15000US060371031021","Block Group 1","Block Group 1, Census Tract 1031.02, Los Angeles County, California","ca","150","00","ACSSF","0014328",,,,,"06","037",,,,"103102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,517,358,0,0,144,0,0,15,234,68.84,47.67,0,0,19.17,0,0,2,31.16
"060371031022","15000US060371031022","Block Group 2","Block Group 2, Census Tract 1031.02, Los Angeles County, California","ca","150","00","ACSSF","0014329",,,,,"06","037",,,,"103102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,365,347,0,0,18,0,0,0,296,55.22,52.5,0,0,2.72,0,0,0,44.78
"060371031023","15000US060371031023","Block Group 3","Block Group 3, Census Tract 1031.02, Los Angeles County, California","ca","150","00","ACSSF","0014330",,,,,"06","037",,,,"103102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069,712,450,0,0,232,0,0,30,357,66.6,42.1,0,0,21.7,0,0,2.81,33.4
"060371031024","15000US060371031024","Block Group 4","Block Group 4, Census Tract 1031.02, Los Angeles County, California","ca","150","00","ACSSF","0014331",,,,,"06","037",,,,"103102","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,696,543,0,0,89,0,56,8,151,82.17,64.11,0,0,10.51,0,6.61,0.94,17.83
"060371031025","15000US060371031025","Block Group 5","Block Group 5, Census Tract 1031.02, Los Angeles County, California","ca","150","00","ACSSF","0014332",,,,,"06","037",,,,"103102","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406,1122,953,0,0,96,0,0,73,284,79.8,67.78,0,0,6.83,0,0,5.19,20.2
"060371032001","15000US060371032001","Block Group 1","Block Group 1, Census Tract 1032, Los Angeles County, California","ca","150","00","ACSSF","0014333",,,,,"06","037",,,,"103200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,1572,1257,52,0,231,0,16,16,412,79.23,63.36,2.62,0,11.64,0,0.81,0.81,20.77
"060371032002","15000US060371032002","Block Group 2","Block Group 2, Census Tract 1032, Los Angeles County, California","ca","150","00","ACSSF","0014334",,,,,"06","037",,,,"103200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,1416,1237,0,0,163,0,16,0,570,71.3,62.29,0,0,8.21,0,0.81,0,28.7
"060371032003","15000US060371032003","Block Group 3","Block Group 3, Census Tract 1032, Los Angeles County, California","ca","150","00","ACSSF","0014335",,,,,"06","037",,,,"103200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379,1610,1371,53,0,43,0,0,143,769,67.68,57.63,2.23,0,1.81,0,0,6.01,32.32
"060371033001","15000US060371033001","Block Group 1","Block Group 1, Census Tract 1033, Los Angeles County, California","ca","150","00","ACSSF","0014336",,,,,"06","037",,,,"103300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1863,1603,1418,1,9,145,0,0,30,260,86.04,76.11,0.05,0.48,7.78,0,0,1.61,13.96
"060371033002","15000US060371033002","Block Group 2","Block Group 2, Census Tract 1033, Los Angeles County, California","ca","150","00","ACSSF","0014337",,,,,"06","037",,,,"103300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,1775,1479,0,36,126,0,0,134,143,92.54,77.11,0,1.88,6.57,0,0,6.99,7.46
"060371034001","15000US060371034001","Block Group 1","Block Group 1, Census Tract 1034, Los Angeles County, California","ca","150","00","ACSSF","0014338",,,,,"06","037",,,,"103400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,596,439,29,0,114,0,0,14,321,64.99,47.87,3.16,0,12.43,0,0,1.53,35.01
"060371034002","15000US060371034002","Block Group 2","Block Group 2, Census Tract 1034, Los Angeles County, California","ca","150","00","ACSSF","0014339",,,,,"06","037",,,,"103400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069,319,260,2,0,12,0,2,43,750,29.84,24.32,0.19,0,1.12,0,0.19,4.02,70.16
"060371034003","15000US060371034003","Block Group 3","Block Group 3, Census Tract 1034, Los Angeles County, California","ca","150","00","ACSSF","0014340",,,,,"06","037",,,,"103400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,688,500,0,0,163,0,0,25,66,91.25,66.31,0,0,21.62,0,0,3.32,8.75
"060371034004","15000US060371034004","Block Group 4","Block Group 4, Census Tract 1034, Los Angeles County, California","ca","150","00","ACSSF","0014341",,,,,"06","037",,,,"103400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,1053,675,27,0,301,0,0,50,43,96.08,61.59,2.46,0,27.46,0,0,4.56,3.92
"060371034005","15000US060371034005","Block Group 5","Block Group 5, Census Tract 1034, Los Angeles County, California","ca","150","00","ACSSF","0014342",,,,,"06","037",,,,"103400","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,2187,1598,96,0,447,0,32,14,393,84.77,61.94,3.72,0,17.33,0,1.24,0.54,15.23
"060371041031","15000US060371041031","Block Group 1","Block Group 1, Census Tract 1041.03, Los Angeles County, California","ca","150","00","ACSSF","0014343",,,,,"06","037",,,,"104103","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838,388,227,57,0,92,0,6,6,1450,21.11,12.35,3.1,0,5.01,0,0.33,0.33,78.89
"060371041032","15000US060371041032","Block Group 2","Block Group 2, Census Tract 1041.03, Los Angeles County, California","ca","150","00","ACSSF","0014344",,,,,"06","037",,,,"104103","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593,642,152,374,0,107,0,0,9,951,40.3,9.54,23.48,0,6.72,0,0,0.56,59.7
"060371041051","15000US060371041051","Block Group 1","Block Group 1, Census Tract 1041.05, Los Angeles County, California","ca","150","00","ACSSF","0014345",,,,,"06","037",,,,"104105","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777,956,265,86,31,512,0,0,62,821,53.8,14.91,4.84,1.74,28.81,0,0,3.49,46.2
"060371041052","15000US060371041052","Block Group 2","Block Group 2, Census Tract 1041.05, Los Angeles County, California","ca","150","00","ACSSF","0014346",,,,,"06","037",,,,"104105","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4277,616,80,192,0,173,0,171,0,3661,14.4,1.87,4.49,0,4.04,0,4,0,85.6
"060371041081","15000US060371041081","Block Group 1","Block Group 1, Census Tract 1041.08, Los Angeles County, California","ca","150","00","ACSSF","0014347",,,,,"06","037",,,,"104108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295,386,129,171,0,49,13,0,24,1909,16.82,5.62,7.45,0,2.14,0.57,0,1.05,83.18
"060371041082","15000US060371041082","Block Group 2","Block Group 2, Census Tract 1041.08, Los Angeles County, California","ca","150","00","ACSSF","0014348",,,,,"06","037",,,,"104108","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168,351,105,126,0,120,0,0,0,1817,16.19,4.84,5.81,0,5.54,0,0,0,83.81
"060371041083","15000US060371041083","Block Group 3","Block Group 3, Census Tract 1041.08, Los Angeles County, California","ca","150","00","ACSSF","0014349",,,,,"06","037",,,,"104108","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538,282,93,133,0,34,0,0,22,1256,18.34,6.05,8.65,0,2.21,0,0,1.43,81.66
"060371041241","15000US060371041241","Block Group 1","Block Group 1, Census Tract 1041.24, Los Angeles County, California","ca","150","00","ACSSF","0014350",,,,,"06","037",,,,"104124","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,540,167,169,0,204,0,0,0,1108,32.77,10.13,10.25,0,12.38,0,0,0,67.23
"060371041242","15000US060371041242","Block Group 2","Block Group 2, Census Tract 1041.24, Los Angeles County, California","ca","150","00","ACSSF","0014351",,,,,"06","037",,,,"104124","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532,951,525,291,0,119,0,0,16,581,62.08,34.27,18.99,0,7.77,0,0,1.04,37.92
"060371041243","15000US060371041243","Block Group 3","Block Group 3, Census Tract 1041.24, Los Angeles County, California","ca","150","00","ACSSF","0014352",,,,,"06","037",,,,"104124","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,656,532,31,22,0,0,0,71,39,94.39,76.55,4.46,3.17,0,0,0,10.22,5.61
"060371042011","15000US060371042011","Block Group 1","Block Group 1, Census Tract 1042.01, Los Angeles County, California","ca","150","00","ACSSF","0014353",,,,,"06","037",,,,"104201","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,225,24,170,31,0,0,0,0,1206,15.72,1.68,11.88,2.17,0,0,0,0,84.28
"060371042012","15000US060371042012","Block Group 2","Block Group 2, Census Tract 1042.01, Los Angeles County, California","ca","150","00","ACSSF","0014354",,,,,"06","037",,,,"104201","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,100,26,74,0,0,0,0,0,1450,6.45,1.68,4.77,0,0,0,0,0,93.55
"060371042013","15000US060371042013","Block Group 3","Block Group 3, Census Tract 1042.01, Los Angeles County, California","ca","150","00","ACSSF","0014355",,,,,"06","037",,,,"104201","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588,163,6,157,0,0,0,0,0,1425,10.26,0.38,9.89,0,0,0,0,0,89.74
"060371042031","15000US060371042031","Block Group 1","Block Group 1, Census Tract 1042.03, Los Angeles County, California","ca","150","00","ACSSF","0014356",,,,,"06","037",,,,"104203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960,241,82,83,0,68,0,0,8,2719,8.14,2.77,2.8,0,2.3,0,0,0.27,91.86
"060371042032","15000US060371042032","Block Group 2","Block Group 2, Census Tract 1042.03, Los Angeles County, California","ca","150","00","ACSSF","0014357",,,,,"06","037",,,,"104203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481,383,0,363,0,0,0,20,0,2098,15.44,0,14.63,0,0,0,0.81,0,84.56
"060371042041","15000US060371042041","Block Group 1","Block Group 1, Census Tract 1042.04, Los Angeles County, California","ca","150","00","ACSSF","0014358",,,,,"06","037",,,,"104204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758,353,151,119,0,56,0,0,27,1405,20.08,8.59,6.77,0,3.19,0,0,1.54,79.92
"060371042042","15000US060371042042","Block Group 2","Block Group 2, Census Tract 1042.04, Los Angeles County, California","ca","150","00","ACSSF","0014359",,,,,"06","037",,,,"104204","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921,456,208,20,0,190,0,0,38,1465,23.74,10.83,1.04,0,9.89,0,0,1.98,76.26
"060371043101","15000US060371043101","Block Group 1","Block Group 1, Census Tract 1043.10, Los Angeles County, California","ca","150","00","ACSSF","0014360",,,,,"06","037",,,,"104310","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061,93,24,44,8,0,0,17,0,1968,4.51,1.16,2.13,0.39,0,0,0.82,0,95.49
"060371043102","15000US060371043102","Block Group 2","Block Group 2, Census Tract 1043.10, Los Angeles County, California","ca","150","00","ACSSF","0014361",,,,,"06","037",,,,"104310","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433,86,11,52,0,12,0,0,11,1347,6,0.77,3.63,0,0.84,0,0,0.77,94
"060371043103","15000US060371043103","Block Group 3","Block Group 3, Census Tract 1043.10, Los Angeles County, California","ca","150","00","ACSSF","0014362",,,,,"06","037",,,,"104310","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468,39,33,0,0,6,0,0,0,1429,2.66,2.25,0,0,0.41,0,0,0,97.34
"060371043201","15000US060371043201","Block Group 1","Block Group 1, Census Tract 1043.20, Los Angeles County, California","ca","150","00","ACSSF","0014363",,,,,"06","037",,,,"104320","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823,320,120,132,2,0,0,0,66,2503,11.34,4.25,4.68,0.07,0,0,0,2.34,88.66
"060371043202","15000US060371043202","Block Group 2","Block Group 2, Census Tract 1043.20, Los Angeles County, California","ca","150","00","ACSSF","0014364",,,,,"06","037",,,,"104320","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,140,0,95,0,45,0,0,0,773,15.33,0,10.41,0,4.93,0,0,0,84.67
"060371043203","15000US060371043203","Block Group 3","Block Group 3, Census Tract 1043.20, Los Angeles County, California","ca","150","00","ACSSF","0014365",,,,,"06","037",,,,"104320","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,65,0,0,0,0,0,65,0,972,6.27,0,0,0,0,0,6.27,0,93.73
"060371043204","15000US060371043204","Block Group 4","Block Group 4, Census Tract 1043.20, Los Angeles County, California","ca","150","00","ACSSF","0014366",,,,,"06","037",,,,"104320","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,49,19,17,0,13,0,0,0,470,9.44,3.66,3.28,0,2.5,0,0,0,90.56
"060371044011","15000US060371044011","Block Group 1","Block Group 1, Census Tract 1044.01, Los Angeles County, California","ca","150","00","ACSSF","0014367",,,,,"06","037",,,,"104401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332,88,38,14,0,36,0,0,0,1244,6.61,2.85,1.05,0,2.7,0,0,0,93.39
"060371044012","15000US060371044012","Block Group 2","Block Group 2, Census Tract 1044.01, Los Angeles County, California","ca","150","00","ACSSF","0014368",,,,,"06","037",,,,"104401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,27,27,0,0,0,0,0,0,1911,1.39,1.39,0,0,0,0,0,0,98.61
"060371044031","15000US060371044031","Block Group 1","Block Group 1, Census Tract 1044.03, Los Angeles County, California","ca","150","00","ACSSF","0014369",,,,,"06","037",,,,"104403","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2047,150,15,0,0,135,0,0,0,1897,7.33,0.73,0,0,6.6,0,0,0,92.67
"060371044032","15000US060371044032","Block Group 2","Block Group 2, Census Tract 1044.03, Los Angeles County, California","ca","150","00","ACSSF","0014370",,,,,"06","037",,,,"104403","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294,0,0,0,0,0,0,0,0,1294,0,0,0,0,0,0,0,0,100
"060371044041","15000US060371044041","Block Group 1","Block Group 1, Census Tract 1044.04, Los Angeles County, California","ca","150","00","ACSSF","0014371",,,,,"06","037",,,,"104404","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,91,26,0,0,65,0,0,0,1234,6.87,1.96,0,0,4.91,0,0,0,93.13
"060371044042","15000US060371044042","Block Group 2","Block Group 2, Census Tract 1044.04, Los Angeles County, California","ca","150","00","ACSSF","0014372",,,,,"06","037",,,,"104404","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759,126,54,62,0,2,0,0,8,1633,7.16,3.07,3.52,0,0.11,0,0,0.45,92.84
"060371045001","15000US060371045001","Block Group 1","Block Group 1, Census Tract 1045, Los Angeles County, California","ca","150","00","ACSSF","0014373",,,,,"06","037",,,,"104500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,5,0,1,0,0,0,0,4,874,0.57,0,0.11,0,0,0,0,0.46,99.43
"060371045002","15000US060371045002","Block Group 2","Block Group 2, Census Tract 1045, Los Angeles County, California","ca","150","00","ACSSF","0014374",,,,,"06","037",,,,"104500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,29,25,0,4,0,0,0,0,2117,1.35,1.16,0,0.19,0,0,0,0,98.65
"060371046101","15000US060371046101","Block Group 1","Block Group 1, Census Tract 1046.10, Los Angeles County, California","ca","150","00","ACSSF","0014375",,,,,"06","037",,,,"104610","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906,51,51,0,0,0,0,0,0,1855,2.68,2.68,0,0,0,0,0,0,97.32
"060371046102","15000US060371046102","Block Group 2","Block Group 2, Census Tract 1046.10, Los Angeles County, California","ca","150","00","ACSSF","0014376",,,,,"06","037",,,,"104610","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,44,15,0,14,0,0,0,15,1436,2.97,1.01,0,0.95,0,0,0,1.01,97.03
"060371046201","15000US060371046201","Block Group 1","Block Group 1, Census Tract 1046.20, Los Angeles County, California","ca","150","00","ACSSF","0014377",,,,,"06","037",,,,"104620","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518,17,17,0,0,0,0,0,0,1501,1.12,1.12,0,0,0,0,0,0,98.88
"060371046202","15000US060371046202","Block Group 2","Block Group 2, Census Tract 1046.20, Los Angeles County, California","ca","150","00","ACSSF","0014378",,,,,"06","037",,,,"104620","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,45,45,0,0,0,0,0,0,1965,2.24,2.24,0,0,0,0,0,0,97.76
"060371047011","15000US060371047011","Block Group 1","Block Group 1, Census Tract 1047.01, Los Angeles County, California","ca","150","00","ACSSF","0014379",,,,,"06","037",,,,"104701","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539,45,0,6,0,13,26,0,0,1494,2.92,0,0.39,0,0.84,1.69,0,0,97.08
"060371047012","15000US060371047012","Block Group 2","Block Group 2, Census Tract 1047.01, Los Angeles County, California","ca","150","00","ACSSF","0014380",,,,,"06","037",,,,"104701","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,165,50,113,0,2,0,0,0,1791,8.44,2.56,5.78,0,0.1,0,0,0,91.56
